names,release_year,maturity_rating,duration,description,genre,mood,cast,subtitles,audio
The Spiderwick Chronicles,2008,U/A 7+ ,1h 37m,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment -- especially after they uncover a magical fantasy world.","['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies']",,"['Freddie Highmore', 'Mary-Louise Parker', 'Sarah Bolger', 'Joan Plowright', 'David Strathairn', 'Nick Nolte', 'Seth Rogen', 'Andrew McCarthy', 'Martin Short']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Madagascar: Escape 2 Africa,2008,U/A 7+ ,1h 31m,"A botched rescue strands Alex the lion and his companions in Africa. Sadly, Alex discovers he has little in common with the locals.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Heartfelt,","['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen', 'Cedric the Entertainer', 'Andy Richter', 'Bernie Mac', 'Alec Baldwin', 'Sherri Shepherd']","['Bangla,', 'English,', 'Hindi,', 'Tamil']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Roald Dahl's Matilda The Musical,2022,U/A 7+ ,1h 56m,An extraordinary girl with a sharp mind and a vivid imagination takes a daring stand to change her story — with miraculous results. Meet Matilda.,"['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies']",Quirky,"['Alisha Weir', 'Emma Thompson', 'Lashana Lynch', 'Stephen Graham', 'Andrea Riseborough', 'Sindhu Vee']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Minions & More Volume 2,2022,U/A 7+ ,53m,"Catch animated shorts like ""Phil’s Dance Party"" and ""Binky Nelson Unpacified"" in this compilation from the company behind the ""Despicable Me"" franchise.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']","Goofy,","['Pierre Coffin', 'Reese Witherspoon', 'Jenny Slate', 'Patton Oswalt', 'John C. Reilly', 'Michael Keaton', 'Allison Janney', 'Tara Strong', 'Laraine Newman', 'Danny DeVito', 'Ed Helms']",['English'],['English [Original]']
Finding ‘Ohana,2021,U/A 7+ ,2h 3m,"On Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.","['Family Features', 'US Movies', 'Children & Family Movies', 'Comedies']",Heartfelt,"['Kea Peahu', 'Alex Aiono', 'Lindsay Watson', 'Owen Vaccaro', 'Kelly Hu', 'Branscombe Richmond', 'Ke Huy Quan', 'Brad Kalilimoku', 'Chris Parnell', 'Marc Evan Jackson', 'Ricky Garcia']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi']"
Wish Dragon,2021,U/A 7+ ,1h 42m,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,"['Family Features', 'Children & Family Movies', 'Comedies']",,"['Jimmy Wong', 'John Cho', 'Constance Wu', 'Natasha Liu Bordizzo', 'Will Yun Lee', 'Bobby Lee', 'Jimmy O. Yang', 'Ian Chen']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Cantonese,', 'Mandarin (Putonghua)']"
Spider-Man: No Way Home (Extended Version),2022,U/A 13+ ,2h 36m,"When his identity is exposed, Spider-Man turns to Doctor Strange for help in this extended edition featuring deleted footage and a special introduction.","['Sci-Fi Movies', 'Family Features', 'US Movies', 'Action & Adventure']","Mind-Bending,","['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Marisa Tomei', 'Tony Revolori', 'Tobey Maguire', 'Andrew Garfield']","['English,', 'Hindi']","['English [Original],', 'Hindi']"
Johnny English Reborn,2011,U/A 13+ ,1h 41m,Bumbling spy Johnny English sharpens his skills at a Tibetan monastery and returns to service to protect the Chinese premier from an assassin.,"['Spy Movies', 'Family Features', 'Action & Adventure', 'Comedies']","Quirky,","['Rowan Atkinson', 'Dominic West', 'Gillian Anderson', 'Rosamund Pike', 'Daniel Kaluuya', 'Richard Schiff', 'Pik Sen Lim', 'Togo Igawa', 'Mark Ivanir', 'Burn Gorman', 'Tim McInnerny']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
Benji,2018,U/A 7+ ,1h 27m,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,"['Family Features', 'US Movies', 'Children & Family Movies', 'Dramas']","Sentimental,","['Gabriel Bateman', 'Darby Camp', 'Kiele Sanchez', 'Jerod Haynes', 'Gralen Bryant Banks', 'Angus Sampson', 'Will Rothhaar', 'Jim Gleason', 'Brady Permenter', 'Benji']",['English'],"['English - Audio Description,', 'English [Original]']"
Journey 2: The Mysterious Island,2012,U/A 13+ ,1h 34m,"When a distress signal pinpoints his grandfather's location on an uncharted island, teen Sean Anderson teams with an unlikely ally: his stepfather.","['Family Features', 'US Movies', 'Movies Based on Books', 'Action & Adventure']",Exciting,"['Dwayne Johnson', 'Josh Hutcherson', 'Michael Caine', 'Vanessa Hudgens', 'Luis Guzmán', 'Kristin Davis', 'Anna Colwell', 'Stephen Caudill', 'Branscombe Richmond', 'Walter Bankson']",['English'],"['English [Original],', 'Hindi']"
Dog Gone,2023,U/A 7+ ,1h 35m,"When his beloved dog goes missing, a young man embarks on an incredible search with his parents to find him and give him life-saving medication.","['Family Features', 'Movies Based on Real Life', 'US Movies', 'Teen Movies', 'Movies Based on Books', 'Children & Family Movies', 'Dramas']","Inspiring,","['Rob Lowe', 'Johnny Berchtold', 'Kimberly Williams-Paisley', 'Nick Peine']",['English'],"['English - Audio Description,', 'English [Original],', 'Hindi']"
Cloudy with a Chance of Meatballs,2009,U ,1h 29m,Offbeat inventor Flint Lockwood must avert a mouthwatering disaster of gigantic proportions after he creates a machine that makes food fall from the sky.,"['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']","Heartfelt,","['Bill Hader', 'Anna Faris', 'James Caan', 'Andy Samberg', 'Bruce Campbell', 'Mr. T', ""Bobb'e J. Thompson"", 'Benjamin Bratt', 'Neil Patrick Harris', 'Al Roker']","['English,', 'Hindi']","['English [Original],', 'Hindi']"
The Last Airbender,2010,U/A 13+ ,1h 44m,"In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace.","['Sci-Fi Movies', 'Family Features', 'US Movies', 'Action & Adventure']",Exciting,"['Noah Ringer', 'Dev Patel', 'Nicola Peltz', 'Jackson Rathbone', 'Shaun Toub', 'Aasif Mandvi', 'Cliff Curtis', 'Seychelle Gabriel', 'Jessica Andres', 'Keong Sim', 'Summer Bishil', 'Francis Guinan', 'Katharine Houghton', 'Damon Gupton']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi']"
The Witches,2020,U/A 7+ ,1h 44m,"A boy and his grandmother encounter a coven of glamorously diabolical witches and their cruel, child-hating leader — and must evade their evil plans.","['Family Features', 'US Movies', 'Movies Based on Books', 'Children & Family Movies', 'Comedies']","Quirky,","['Anne Hathaway', 'Octavia Spencer', 'Stanley Tucci', 'Kristin Chenoweth', 'Chris Rock', 'Jahzir Bruno', 'Codie-Lei Eastick']",['English'],['English [Original]']
Double XL,2022,U/A 13+ ,2h 5m,"Relentlessly shamed for their weight, two women head to London to prove that the size of their dreams is the only one that matters.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas']",Feel-Good,"['Sonakshi Sinha', 'Huma Qureshi', 'Zaheer Iqbal', 'Mahat Raghavendra', 'Shubha Khote', 'Kanwaljeet Singh', 'Alka Badola Kaushal', 'Sachin Shroff']","['English,', 'Hindi']",['Hindi [Original]']
Jersey,2022,U/A 13+ ,2h 48m,"Ten years after quitting cricket, a gifted but dejected ex-batsman pursues a spot on the national team, hoping to fulfill his son's wish for a jersey.","['Hindi-Language Movies', 'Bollywood Movies', 'Dramas', 'Sports Movies']",Emotional,"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur', 'Ronit Kamra', 'Anjum Batra', 'Gitika Mahendru', 'Abhishek Madrecha']","['English,', 'Hindi']","['English,', 'Hindi - Audio Description,', 'Hindi [Original]']"
Kabir Singh,2019,A ,2h 51m,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.","['Hindi-Language Movies', 'Bollywood Movies', 'Dramas', 'Romantic Movies']","Emotional,","['Shahid Kapoor', 'Kiara Advani', 'Suresh Oberoi', 'Arjan Bajwa', 'Adil Hussain', 'Nikita Dutta', 'Kamini Kaushal', 'Anurag Arora']",['English'],['Hindi [Original]']
Goodbye,2022,U/A 13+ ,2h 21m,"After a mother's sudden death, chaos and grief collide when four adult siblings return to their traditional father's home for the funeral.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas']","Quirky,","['Amitabh Bachchan', 'Rashmika Mandanna', 'Neena Gupta', 'Pavail Gulati', 'Sunil Grover', 'Ashish Vidyarthi', 'Elli Avram', 'Sahil Mehta', 'Shivin Narang', 'Abhishek Khan']","['English,', 'Hindi']",['Hindi [Original]']
Chhota Bheem & Krishna: Pataliputra- City of the Dead,2010,U/A 7+ ,1h 5m,Krishna needs Bheem’s help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?,"['Hindi-Language Movies', 'Children & Family Movies']",Exciting,"['Vatsal Dubey', 'Julie Tejwani', 'Rupa Bhimani', 'Jigna Bhardwaj', 'Rajesh Kava', 'Arun Shekher', 'Sanchit Wartak']",['English'],"['English,', 'Hindi [Original],', 'Tamil']"
Motu Patlu: Kung Fu Kings,2014,U/A 7+ ,1h 36m,"When a noted but nefarious martial artist comes to town and insults its residents, the valiant Motu seeks training from an expert to defeat him.","['Martial Arts Movies', 'Hindi-Language Movies', 'Children & Family Movies', 'Sports Movies']",Exciting,"['Saurav Chakraborty', 'Shailendra Pandey', 'Sunil Sinha', 'Amarendra Sodi', 'Aditya Jaiswal', 'Prasad Barweh']",['English'],"['Bangla,', 'Gujarati,', 'Hindi [Original],', 'Kannada,', 'Malayalam,', 'Marathi,', 'Tamil,', 'Telugu']"
Student of the Year,2012,U/A 13+ ,2h 25m,"Rivals turned friends find their bromance tested when they battle it out to win not only a grueling school competition, but also the same girl's heart.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Sidharth Malhotra', 'Alia Bhatt', 'Varun Dhawan', 'Rishi Kapoor', 'Ronit Roy', 'Ram Kapoor', 'Manjot Singh', 'Sana Saeed']",['English'],['Hindi [Original]']
Dear Zindagi,2016,U/A 13+ ,2h 29m,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,"['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas']",Intimate,"['Alia Bhatt', 'Shah Rukh Khan', 'Ira Dubey', 'Yashaswini Dayama', 'Gautmik', 'Raj Bhansali', 'Rohit Saraf', 'Atul Kale', 'Kunal Kapoor', 'Angad Bedi', 'Ali Zafar', 'Aditya Roy Kapur']","['English,', 'English,', 'Hindi']",['Hindi [Original]']
DSP (Hindi),2022,U/A 13+ ,2h 23m,"Forced into exile after an encounter with a ruthless don, a young man returns as a police officer to exact revenge on his nemesis.","['Crime Movies', 'Action & Adventure', 'Comedies', 'Dramas']",Exciting,"['Vijay Sethupathi', 'Anukreethy Vas', 'Prabhakar', 'Pugazh', 'Ilavarasu', 'G. Gnanasambandam', 'Deepa Shankar', 'Singampuli']",['English'],['Hindi']
Nanpakal Nerathu Mayakkam,2023,U/A 13+ ,1h 47m,"In this Malayalam-Tamil drama, an irritable James wakes up on a bus believing he is Sundaram, a man who disappeared from a quiet village years ago.",['Dramas'],Intimate,"['Mammootty', 'Ramya Suvi', 'Ramya Pandian', 'T. Suresh Babu', 'Rajesh Sharma', 'Poo Ramu']",['English'],"['Hindi,', 'Malayalam [Original],', 'Telugu']"
Raw (Hindi),2022,U/A 16+ ,2h 36m,A jaded former intelligence agent is pulled back into action when an attack at a mall creates a tense hostage situation.,['Action & Adventure'],,"['Vijay', 'Pooja Hegde']",['English'],['Hindi']
Chillar Party,2011,U/A 7+ ,2h 6m,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal.","['Family Features', 'Hindi-Language Movies', 'Children & Family Movies', 'Comedies', 'Dramas']","Sentimental,","['Irfan Khan', 'Raju', 'Sanath Menon', 'Rohan Grover', 'Naman Jain', 'Aarav Khanna', 'Vishesh Tiwari', 'Chinmay Chandraunshuh', 'Vedant Desai', 'Shriya Sharma', 'Divji Handa']",['English'],['Hindi [Original]']
Don,2022,U/A 13+ ,2h 43m,"Seeking a sense of purpose, a wayward college student navigates life on campus while enduring a controlling father and a disciplinarian professor.","['Comedies', 'Dramas']","Feel-Good,","['Sivakarthikeyan', 'S. J. Suryah', 'Samuthirakani', 'Priyanka Arul Mohan', 'Soori', 'Munishkanth', 'Kaali Venkat', 'Bala Saravanan', 'Sivaangi Krishnakumar', 'Gautham Vasudev Menon']",['English'],"['Kannada,', 'Malayalam,', 'Tamil [Original],', 'Telugu']"
"Swades: We, the People",2004,U/A 7+ ,3h 4m,An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.,"['Hindi-Language Movies', 'Bollywood Movies', 'Dramas']","Inspiring,","['Shah Rukh Khan', 'Gayatri Joshi', 'Kishori Balal', 'Smith Seth', 'Lekh Tandon', 'Rajesh Vivek', 'Daya Shankar Pandey', 'Farrukh Jaffar']",['English'],['Hindi [Original]']
Shabaash Mithu,2022,U/A 13+ ,2h 34m,"From child prodigy to trailblazing captain, sports icon Mithali Raj navigates the highs and lows of professional cricket in this coming-of-age drama.","['Movies Based on Real Life', 'Hindi-Language Movies', 'Bollywood Movies', 'Dramas', 'Sports Movies']","Heartfelt,","['Taapsee Pannu', 'Vijay Raaz', 'Geeta Agrawal Sharma', 'Inayat Verma', 'Kasturi Jagnam', 'Mumtaz Sorcar', 'Shilpi Marwaha', 'Sampa Mandal']","['English,', 'Hindi']","['Hindi [Original],', 'Tamil,', 'Telugu']"
Skater Girl,2021,U/A 7+ ,1h 49m,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.","['Family Features', 'Children & Family Movies', 'Dramas', 'Sports Movies']","Adrenaline Rush,","['Rachel Saanchita Gupta', 'Amy Maghera', 'Shafin Patel', 'Ambrish Saxena', 'Swati Das', 'Jonathan Readwin', 'Ankit Yadav', 'Anurag Arora', 'Vinayak Gupta', 'Vivek Yadav', 'Waheeda Rehman']","['English,', 'Hindi']","['English - Audio Description,', 'English [Original],', 'Hindi - Audio Description,', 'Tamil,', 'Telugu']"
Darlings,2022,U/A 16+ ,2h 14m,"Badru hopes her volatile husband will reform if he stops drinking. But when his rage goes too far, she and her mom boldly, albeit clumsily, seek revenge.","['Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Thriller Movies']",Offbeat,"['Alia Bhatt', 'Shefali Shah', 'Vijay Varma', 'Roshan Mathew', 'Rajesh Sharma', 'Vijay Maurya', 'Kiran Karmarkar', 'Pooja Swaroop', 'Santosh Juvekar']","['English,', 'Hindi']","['English,', 'Hindi - Audio Description,', 'Hindi [Original]']"
Chup Chup Ke,2006,U/A 13+ ,2h 37m,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.","['Romantic Comedies', 'Hindi-Language Movies', 'Bollywood Movies', 'Comedies', 'Dramas', 'Romantic Movies']","Emotional,","['Kareena Kapoor', 'Shahid Kapoor', 'Paresh Rawal', 'Rajpal Yadav', 'Neha Dhupia', 'Sunil Shetty', 'Om Puri', 'Asrani', 'Anupam Kher', 'Manoj Joshi']",['English'],['Hindi [Original]']
Taare Zameen Par,2007,U/A 13+ ,2h 42m,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.","['Hindi-Language Movies', 'Bollywood Movies', 'Dramas']","Inspiring,","['Aamir Khan', 'Darsheel Safary', 'Tanay Chheda', 'Tisca Chopra', 'Vipin Sharma', 'Girija Oak', 'M.K. Raina']",['English'],['Hindi [Original]']
18 Pages,2022,U/A 13+ ,2h 17m,"When a heartbroken Siddhu stumbles upon a two-year-old diary, he finds himself drawn into the enigmatic world of a young woman named Nandini.","['Dramas', 'Romantic Movies']","Emotional,","['Nikhil Siddharth', 'Anupama Parameswaran', 'Ajay', 'Sarayu Roy', 'Dinesh Tej', 'Brahmaji', 'Posani Krishna Murali']",['English'],['Telugu [Original]']
Mili,2022,U/A 16+ ,2h 6m,"After she's accidentally trapped in a walk-in freezer at work, a young woman fights to stay alive as her father and boyfriend launch a search for her.","['Hindi-Language Movies', 'Bollywood Movies', 'Thriller Movies']",Suspenseful,"['Janhvi Kapoor', 'Sunny Kaushal', 'Manoj Pahwa', 'Rajesh Jais', 'Vikram Kochhar', 'Anurag Arora', 'Hasleen Kaur', 'Sanjay Suri']","['English,', 'Hindi']",['Hindi [Original]']
Dilwale,2015,U/A 13+ ,2h 33m,"A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance.","['Hindi-Language Movies', 'Bollywood Movies', 'Action & Adventure', 'Dramas', 'Romantic Movies']","Emotional,","['Shah Rukh Khan', 'Kajol', 'Varun Dhawan', 'Kriti Sanon', 'Boman Irani', 'Kabir Bedi', 'Johny Lever', 'Varun Sharma', 'Sanjay Mishra', 'Pankaj Tripathi']",['English'],['Hindi [Original]']
Kalagathalaivan,2022,A ,2h 19m,A brilliant corporate whistleblower's plan to bring down a shady company turns perilous when a cold-blooded hitman is hired to hunt him down.,['Action & Adventure'],"Violent,","['Udhayanidhi Stalin', 'Nidhhi Agerwal', 'Kalaiyarasan', 'Arav', 'Jeeva Ravi', 'Anupama Kumar', 'R.J. Vigneshkanth', 'Angana Roy', 'Akshitha Ravindran', 'Shan', 'Sanjay Saravanan', 'Praveen']","['English,', 'Hindi']","['Kannada,', 'Malayalam,', 'Tamil [Original],', 'Telugu']"
